"ray/tune/custom_metrics/real_step_max","threshold_type: s - _step","threshold_type: s - _step__MIN","threshold_type: s - _step__MAX","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: concave - _step","threshold_type: concave - _step__MIN","threshold_type: concave - _step__MAX","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: convex - _step","threshold_type: convex - _step__MIN","threshold_type: convex - _step__MAX","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MAX"
"5115","","","","","","","","","","","","","119","119","119","76.01339721679688","76.01339721679688","76.01339721679688"
"5119","","","","","","","","","","","","","118","118","118","71.65421295166016","71.65421295166016","71.65421295166016"
"5120","","","","","","","95","95","95","81.80343627929688","81.80343627929688","81.80343627929688","117","117","117","68.98182678222656","68.98182678222656","68.98182678222656"
"5124","","","","","","","95","95","95","79.916015625","79.916015625","79.916015625","","","","","",""
"5136","128","128","128","67.31346893310547","67.31346893310547","67.31346893310547","","","","","","","","","","","",""
"5140","","","","","","","96","96","96","79.41537475585938","79.41537475585938","79.41537475585938","","","","","",""
"5160","127","127","127","64.20267486572266","64.20267486572266","64.20267486572266","","","","","","","","","","","",""
"5165","127","127","127","69.88470458984375","69.88470458984375","69.88470458984375","","","","","","","","","","","",""
"5166","126","126","126","67.5423583984375","67.5423583984375","67.5423583984375","","","","","","","118","118","118","68.36441802978516","68.36441802978516","68.36441802978516"
"5172","125","125","125","66.13339233398438","66.13339233398438","66.13339233398438","","","","","","","","","","","",""
"5180","","","","","","","","","","","","","120","120","120","77.09130096435547","77.09130096435547","77.09130096435547"
"5182","","","","","","","95","95","95","79.2035140991211","79.2035140991211","79.2035140991211","","","","","",""
"5184","","","","","","","96","96","96","78.7273941040039","78.7273941040039","78.7273941040039","","","","","",""
"5188","","","","","","","","","","","","","119","119","119","68.97530364990234","68.97530364990234","68.97530364990234"
"5190","","","","","","","96","96","96","79.86852264404297","79.86852264404297","79.86852264404297","","","","","",""
"5191","","","","","","","96","96","96","81.29143524169922","81.29143524169922","81.29143524169922","","","","","",""
"5200","","","","","","","","","","","","","118","118","118","70.2956771850586","70.2956771850586","70.2956771850586"
"5203","","","","","","","","","","","","","119","119","119","70.26481628417969","70.26481628417969","70.26481628417969"
"5219","129","129","129","65.26055908203125","65.26055908203125","65.26055908203125","","","","","","","","","","","",""
"5225","","","","","","","97","97","97","76.29605865478516","76.29605865478516","76.29605865478516","","","","","",""
"5238","128","128","128","64.86288452148438","64.86288452148438","64.86288452148438","","","","","","","","","","","",""
"5241","","","","","","","","","","","","","121","121","121","74.32966613769531","74.32966613769531","74.32966613769531"
"5243","128","128","128","66.86695861816406","66.86695861816406","66.86695861816406","","","","","","","","","","","",""
"5249","","","","","","","96","96","96","81.12471771240234","81.12471771240234","81.12471771240234","119","119","119","68.5394287109375","68.5394287109375","68.5394287109375"
"5250","127","127","127","64.66194152832031","64.66194152832031","64.66194152832031","","","","","","","","","","","",""
"5253","126","126","126","65.294189453125","65.294189453125","65.294189453125","","","","","","","","","","","",""
"5256","","","","","","","97","97","97","79.32685852050781","79.32685852050781","79.32685852050781","","","","","",""
"5262","","","","","","","","","","","","","120","120","120","71.87145233154297","71.87145233154297","71.87145233154297"
"5266","","","","","","","97","97","97","76.81021118164062","76.81021118164062","76.81021118164062","","","","","",""
"5269","","","","","","","97","97","97","76.91016387939453","76.91016387939453","76.91016387939453","","","","","",""
"5280","","","","","","","","","","","","","120","120","120","70.56885528564453","70.56885528564453","70.56885528564453"
"5282","","","","","","","","","","","","","119","119","119","68.69723510742188","68.69723510742188","68.69723510742188"
"5293","","","","","","","98","98","98","78.35090637207031","78.35090637207031","78.35090637207031","","","","","",""
"5298","130","130","130","65.61181640625","65.61181640625","65.61181640625","","","","","","","","","","","",""
"5311","129","129","129","64.88630676269531","64.88630676269531","64.88630676269531","","","","","","","","","","","",""
"5321","129","129","129","65.97721099853516","65.97721099853516","65.97721099853516","","","","","","","","","","","",""
"5324","128","128","128","66.54508209228516","66.54508209228516","66.54508209228516","97","97","97","79.60745239257812","79.60745239257812","79.60745239257812","","","","","",""
"5326","127","127","127","67.41808319091797","67.41808319091797","67.41808319091797","","","","","","","121","121","121","74.44930267333984","74.44930267333984","74.44930267333984"
"5329","","","","","","","98","98","98","80.57141494750977","79.48377990722656","81.65904998779297","","","","","",""
"5331","","","","","","","","","","","","","122","122","122","65.44133758544922","65.44133758544922","65.44133758544922"
"5333","","","","","","","","","","","","","120","120","120","69.69583892822266","69.69583892822266","69.69583892822266"
"5341","","","","","","","98","98","98","78.40369415283203","78.40369415283203","78.40369415283203","","","","","",""
"5358","","","","","","","","","","","","","121","121","121","69.77991485595703","69.77991485595703","69.77991485595703"
"5362","","","","","","","","","","","","","120","120","120","68.7735595703125","68.7735595703125","68.7735595703125"
"5366","","","","","","","99","99","99","77.51904296875","77.51904296875","77.51904296875","","","","","",""
"5381","131","131","131","64.55200958251953","64.55200958251953","64.55200958251953","","","","","","","","","","","",""
"5392","","","","","","","98","98","98","80.58533477783203","80.58533477783203","80.58533477783203","","","","","",""
"5395","130","130","130","63.990753173828125","63.990753173828125","63.990753173828125","","","","","","","","","","","",""
"5398","129","129","129","69.21055603027344","69.21055603027344","69.21055603027344","","","","","","","","","","","",""
"5401","128","128","128","68.25962829589844","68.25962829589844","68.25962829589844","","","","","","","","","","","",""
"5402","130","130","130","65.63610076904297","65.63610076904297","65.63610076904297","","","","","","","","","","","",""
"5406","","","","","","","99","99","99","77.65814971923828","77.65814971923828","77.65814971923828","122","122","122","70.41377258300781","70.41377258300781","70.41377258300781"
"5407","","","","","","","99","99","99","75.89864349365234","75.89864349365234","75.89864349365234","","","","","",""
"5414","","","","","","","","","","","","","121","121","121","69.92620086669922","69.92620086669922","69.92620086669922"
"5415","","","","","","","99","99","99","79.65435791015625","79.65435791015625","79.65435791015625","","","","","",""
"5416","","","","","","","","","","","","","123","123","123","69.50687408447266","69.50687408447266","69.50687408447266"
"5438","","","","","","","","","","","","","122","122","122","69.49357604980469","69.49357604980469","69.49357604980469"
"5439","","","","","","","100","100","100","78.70594787597656","78.70594787597656","78.70594787597656","","","","","",""
"5445","","","","","","","","","","","","","121","121","121","69.51325988769531","69.51325988769531","69.51325988769531"
"5463","130","130","130","68.772705078125","68.772705078125","68.772705078125","","","","","","","","","","","",""
"5464","","","","","","","99","99","99","78.67996215820312","78.67996215820312","78.67996215820312","","","","","",""
"5466","132","132","132","63.37569808959961","63.37569808959961","63.37569808959961","","","","","","","","","","","",""
"5472","131","131","131","68.33636474609375","68.33636474609375","68.33636474609375","","","","","","","","","","","",""
"5473","131","131","131","65.21277618408203","65.21277618408203","65.21277618408203","","","","","","","","","","","",""
"5480","129","129","129","68.38124084472656","68.38124084472656","68.38124084472656","","","","","","","","","","","",""
"5484","","","","","","","100","100","100","79.41573333740234","79.41573333740234","79.41573333740234","","","","","",""
"5489","","","","","","","100","100","100","76.8165283203125","76.8165283203125","76.8165283203125","123","123","123","70.30149841308594","70.30149841308594","70.30149841308594"
"5490","","","","","","","100","100","100","78.05255889892578","78.05255889892578","78.05255889892578","124","124","124","72.23162078857422","72.23162078857422","72.23162078857422"
"5491","","","","","","","","","","","","","122","122","122","71.47663116455078","71.47663116455078","71.47663116455078"
"5512","","","","","","","101","101","101","79.6786117553711","79.6786117553711","79.6786117553711","","","","","",""
"5523","","","","","","","","","","","","","123","123","123","68.26351928710938","68.26351928710938","68.26351928710938"
"5528","","","","","","","","","","","","","122","122","122","68.4843978881836","68.4843978881836","68.4843978881836"
"5538","","","","","","","100","100","100","78.38674926757812","78.38674926757812","78.38674926757812","","","","","",""
"5540","131.5","131","132","69.52605438232422","67.13638305664062","71.91572570800781","","","","","","","","","","","",""
"5547","133","133","133","64.66687774658203","64.66687774658203","64.66687774658203","","","","","","","","","","","",""
"5553","","","","","","","101","101","101","80.23892211914062","80.23892211914062","80.23892211914062","","","","","",""
"5554","132","132","132","64.63658142089844","64.63658142089844","64.63658142089844","","","","","","","","","","","",""
"5555","","","","","","","101","101","101","79.3320083618164","79.3320083618164","79.3320083618164","","","","","",""
"5560","130","130","130","68.14966583251953","68.14966583251953","68.14966583251953","","","","","","","","","","","",""
"5564","","","","","","","101","101","101","76.94471740722656","76.94471740722656","76.94471740722656","","","","","",""
"5569","","","","","","","","","","","","","125","125","125","70.75590515136719","70.75590515136719","70.75590515136719"
"5573","","","","","","","","","","","","","123","123","123","70.270263671875","70.270263671875","70.270263671875"
"5574","","","","","","","","","","","","","124","124","124","69.98294830322266","69.98294830322266","69.98294830322266"
"5588","","","","","","","102","102","102","77.88465881347656","77.88465881347656","77.88465881347656","","","","","",""
"5608","","","","","","","","","","","","","124","124","124","67.52981567382812","67.52981567382812","67.52981567382812"
"5609","133","133","133","69.90815734863281","69.90815734863281","69.90815734863281","","","","","","","","","","","",""
